"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.729520390E-1,8.379345387E-2,1.053403467E-1,9.866081238E0,9.866999388E0
7.753484970E-1,9.576395154E-2,1.197049394E-1,9.858899117E0,9.860090861E0
7.777457890E-1,9.576395154E-2,1.340695322E-1,9.854109764E0,9.855487031E0
7.801427160E-1,8.618755639E-2,1.316754371E-1,9.861292839E0,9.862548513E0
7.825389660E-1,8.618755639E-2,1.292813420E-1,9.870868683E0,9.872091496E0
7.849358410E-1,9.097574651E-2,1.292813420E-1,9.878050804E0,9.879315662E0
7.873330290E-1,9.097574651E-2,1.244931296E-1,9.873263359E0,9.874467301E0
7.897305810E-1,9.815804660E-2,1.220990419E-1,9.866081238E0,9.867324975E0
7.921277160E-1,9.097574651E-2,1.268872321E-1,9.856505394E0,9.857741909E0
7.945241740E-1,8.379345387E-2,1.220990419E-1,9.854109764E0,9.855222411E0
7.969213100E-1,9.097574651E-2,1.149167418E-1,9.868474960E0,9.869563338E0
7.993182890E-1,9.815804660E-2,1.197049394E-1,9.880446434E0,9.881659072E0
8.017147990E-1,9.815804660E-2,1.197049394E-1,9.873263359E0,9.874476879E0
8.041117790E-1,9.576395154E-2,1.220990419E-1,9.866081238E0,9.867301450E0
8.065087580E-1,7.900525630E-2,1.268872321E-1,9.868474960E0,9.869606894E0
8.089062060E-1,7.421706617E-2,1.292813420E-1,9.866081238E0,9.867207347E0
8.113031850E-1,8.858165890E-2,1.149167418E-1,9.866081238E0,9.867148097E0
8.136996430E-1,7.900525630E-2,1.197049394E-1,9.861292839E0,9.862335807E0
8.160969350E-1,7.661115378E-2,1.292813420E-1,9.866081238E0,9.867225645E0
8.184940700E-1,8.858165890E-2,1.220990419E-1,9.870868683E0,9.872021244E0
8.208906330E-1,8.858165890E-2,1.220990419E-1,9.863686562E0,9.864839962E0
8.232870390E-1,8.379345387E-2,1.316754371E-1,9.851716042E0,9.852952285E0
8.256834970E-1,9.815804660E-2,1.340695322E-1,9.868474960E0,9.869873742E0
8.280805290E-1,9.336984903E-2,1.173108369E-1,9.890022278E0,9.891158699E0
8.304772470E-1,7.900525630E-2,1.149167418E-1,9.866081238E0,9.867066772E0
8.328734970E-1,8.858165890E-2,1.268872321E-1,9.870868683E0,9.872081626E0
8.352705290E-1,8.858165890E-2,1.340695322E-1,9.878050804E0,9.879357724E0
8.376672990E-1,7.661115378E-2,1.197049394E-1,9.868474960E0,9.869498294E0
8.400636540E-1,7.182296365E-2,1.173108369E-1,9.861292839E0,9.862252117E0
8.424604760E-1,8.379345387E-2,1.244931296E-1,9.868474960E0,9.869615896E0
8.448575080E-1,8.618755639E-2,1.149167418E-1,9.880446434E0,9.881490570E0
8.472547990E-1,7.421706617E-2,1.268872321E-1,9.873263359E0,9.874357594E0
8.496513620E-1,7.182296365E-2,1.340695322E-1,9.870868683E0,9.872040404E0
8.520476120E-1,8.379345387E-2,1.244931296E-1,9.866081238E0,9.867222450E0
8.544447470E-1,1.005521491E-1,1.244931296E-1,9.854109764E0,9.855409099E0
8.568415700E-1,1.005521491E-1,1.244931296E-1,9.863686562E0,9.864984636E0
8.592382890E-1,8.858165890E-2,1.244931296E-1,9.861292839E0,9.862476449E0
8.616351120E-1,8.139935881E-2,1.197049394E-1,9.861292839E0,9.862355276E0
8.640316220E-1,8.858165890E-2,1.173108369E-1,9.866081238E0,9.867176270E0
8.664286540E-1,9.576395154E-2,1.173108369E-1,9.866081238E0,9.867243362E0
8.688253720E-1,9.097574651E-2,1.173108369E-1,9.873263359E0,9.874379362E0
8.712216220E-1,8.139935881E-2,1.268872321E-1,9.868474960E0,9.869626349E0
8.736187060E-1,8.139935881E-2,1.220990419E-1,9.868474960E0,9.869565952E0
8.760156330E-1,8.618755639E-2,1.220990419E-1,9.870868683E0,9.872000052E0
8.784123510E-1,8.858165890E-2,1.292813420E-1,9.870868683E0,9.872112688E0
8.808091740E-1,8.618755639E-2,1.340695322E-1,9.873263359E0,9.874549726E0
8.832058410E-1,7.900525630E-2,1.412518322E-1,9.875657082E0,9.876983178E0
8.856029240E-1,8.379345387E-2,1.340695322E-1,9.880446434E0,9.881711275E0
8.879996950E-1,9.097574651E-2,1.220990419E-1,9.866081238E0,9.867256141E0
8.903961540E-1,9.336984903E-2,1.244931296E-1,9.875657082E0,9.876883074E0
8.927933930E-1,8.858165890E-2,1.268872321E-1,9.882840157E0,9.884051631E0
8.951902160E-1,8.858165890E-2,1.244931296E-1,9.870868683E0,9.872051145E0
8.975865700E-1,8.858165890E-2,1.244931296E-1,9.866081238E0,9.867264273E0
8.999833410E-1,8.379345387E-2,1.316754371E-1,9.858899117E0,9.860134459E0
9.023802680E-1,8.618755639E-2,1.388577372E-1,9.856505394E0,9.857860232E0
9.047777680E-1,8.379345387E-2,1.364636272E-1,9.858899117E0,9.860199565E0
9.071744870E-1,8.139935881E-2,1.268872321E-1,9.873263359E0,9.874414189E0
9.095707890E-1,8.139935881E-2,1.316754371E-1,9.868474960E0,9.869689069E0
9.119682890E-1,8.618755639E-2,1.412518322E-1,9.861292839E0,9.862681016E0
9.143652680E-1,1.005521491E-1,1.388577372E-1,9.873263359E0,9.874751722E0
9.167615700E-1,9.815804660E-2,1.316754371E-1,9.875657082E0,9.877022639E0
9.191586540E-1,9.336984903E-2,1.197049394E-1,9.870868683E0,9.872036049E0
9.215557890E-1,9.097574651E-2,1.125226393E-1,9.861292839E0,9.862354404E0
9.239529240E-1,7.900525630E-2,1.173108369E-1,9.854109764E0,9.855124703E0
9.263498510E-1,7.900525630E-2,1.197049394E-1,9.861292839E0,9.862335807E0
9.287466220E-1,9.336984903E-2,1.244931296E-1,9.868474960E0,9.869701845E0
9.311439660E-1,9.815804660E-2,1.340695322E-1,9.868474960E0,9.869873742E0
9.335407890E-1,1.053403467E-1,1.388577372E-1,9.875657082E0,9.877194989E0
9.359371430E-1,9.815804660E-2,1.316754371E-1,9.873263359E0,9.874629248E0
9.383339140E-1,8.858165890E-2,1.197049394E-1,9.870868683E0,9.871991923E0
9.407309970E-1,8.379345387E-2,1.197049394E-1,9.875657082E0,9.876737994E0
9.431285490E-1,7.661115378E-2,1.244931296E-1,9.873263359E0,9.874345404E0
9.455255290E-1,7.900525630E-2,1.220990419E-1,9.875657082E0,9.876727839E0
9.479219350E-1,8.139935881E-2,1.316754371E-1,9.866081238E0,9.867295641E0
9.503190180E-1,8.618755639E-2,1.316754371E-1,9.863686562E0,9.864941931E0
9.527157370E-1,9.097574651E-2,1.173108369E-1,9.868474960E0,9.869591504E0
9.551121950E-1,8.139935881E-2,1.244931296E-1,9.875657082E0,9.876777166E0
9.575091740E-1,8.139935881E-2,1.268872321E-1,9.868474960E0,9.869626349E0
9.599062060E-1,8.618755639E-2,1.149167418E-1,9.858899117E0,9.859945534E0
9.623037580E-1,7.421706617E-2,1.173108369E-1,9.868474960E0,9.869451254E0
9.647009450E-1,7.661115378E-2,1.197049394E-1,9.870868683E0,9.871891769E0
9.670978720E-1,8.379345387E-2,1.149167418E-1,9.863686562E0,9.864711845E0
9.694952160E-1,7.661115378E-2,1.244931296E-1,9.856505394E0,9.857589279E0
9.718918830E-1,7.182296365E-2,1.292813420E-1,9.861292839E0,9.862401769E0
9.742882370E-1,7.900525630E-2,1.316754371E-1,9.870868683E0,9.872063047E0
9.766850600E-1,8.618755639E-2,1.340695322E-1,9.863686562E0,9.864974177E0
9.790819350E-1,8.379345387E-2,1.340695322E-1,9.863686562E0,9.864953551E0
9.814790700E-1,7.661115378E-2,1.316754371E-1,9.882840157E0,9.884014228E0
9.838759970E-1,7.661115378E-2,1.244931296E-1,9.882840157E0,9.883921153E0
9.862728200E-1,8.139935881E-2,1.268872321E-1,9.866081238E0,9.867232906E0
9.886704760E-1,8.139935881E-2,1.340695322E-1,9.846927643E0,9.848176709E0
9.910675080E-1,9.097574651E-2,1.268872321E-1,9.846927643E0,9.848165360E0
9.934638620E-1,9.576395154E-2,1.101285368E-1,9.854109764E0,9.855190423E0
9.958607370E-1,9.576395154E-2,1.125226393E-1,9.858899117E0,9.860006281E0
9.982579240E-1,9.576395154E-2,1.149167418E-1,9.861292839E0,9.862427341E0
1.000655164E0,9.815804660E-2,1.149167418E-1,9.861292839E0,9.862450878E0
1.003051883E0,1.053403467E-1,1.316754371E-1,9.854109764E0,9.855552458E0
1.005448029E0,1.053403467E-1,1.340695322E-1,9.846927643E0,9.848403689E0
1.007844383E0,9.336984903E-2,1.316754371E-1,9.861292839E0,9.862613893E0
1.010240737E0,8.618755639E-2,1.268872321E-1,9.870868683E0,9.872060434E0
1.012637299E0,9.097574651E-2,1.220990419E-1,9.870868683E0,9.872043016E0
1.015034279E0,9.815804660E-2,1.268872321E-1,9.880446434E0,9.881748687E0
1.017431258E0,1.101285368E-1,1.268872321E-1,9.868474960E0,9.869905101E0
1.019828706E0,1.053403467E-1,1.244931296E-1,9.868474960E0,9.869822347E0
1.022225789E0,8.858165890E-2,1.268872321E-1,9.863686562E0,9.864900388E0
1.024622560E0,8.618755639E-2,1.268872321E-1,9.854109764E0,9.855303542E0
1.027019904E0,8.858165890E-2,1.244931296E-1,9.863686562E0,9.864869884E0
1.029416987E0,8.379345387E-2,1.197049394E-1,9.863686562E0,9.864768786E0
1.031813966E0,8.139935881E-2,1.149167418E-1,9.866081238E0,9.867086232E0
1.034211154E0,8.379345387E-2,1.244931296E-1,9.875657082E0,9.876797187E0
1.036608185E0,8.139935881E-2,1.149167418E-1,9.866081238E0,9.867086232E0
1.039005320E0,7.661115378E-2,1.173108369E-1,9.851716042E0,9.852712320E0
1.041401831E0,8.379345387E-2,1.316754371E-1,9.851716042E0,9.852952285E0
1.043797976E0,8.379345387E-2,1.268872321E-1,9.854109764E0,9.855282896E0
1.046194851E0,7.661115378E-2,1.173108369E-1,9.870868683E0,9.871863029E0
1.048591466E0,8.139935881E-2,1.101285368E-1,9.875657082E0,9.876606550E0
1.050987924E0,8.139935881E-2,1.220990419E-1,9.863686562E0,9.864778082E0
1.053384383E0,8.618755639E-2,1.149167418E-1,9.870868683E0,9.871913832E0
1.055780581E0,8.618755639E-2,1.077344418E-1,9.868474960E0,9.869439348E0
1.058177768E0,7.661115378E-2,1.197049394E-1,9.863686562E0,9.864710392E0
1.060574851E0,7.900525630E-2,1.149167418E-1,9.866081238E0,9.867066772E0
1.062971206E0,8.139935881E-2,1.268872321E-1,9.868474960E0,9.869626349E0
1.065368393E0,7.421706617E-2,1.412518322E-1,9.870868683E0,9.872158265E0
1.067765112E0,7.421706617E-2,1.316754371E-1,9.863686562E0,9.864844610E0
1.070161154E0,8.379345387E-2,1.292813420E-1,9.863686562E0,9.864889639E0
1.072557768E0,8.379345387E-2,1.316754371E-1,9.868474960E0,9.869709104E0
1.074954695E0,8.379345387E-2,1.244931296E-1,9.868474960E0,9.869615896E0
1.077351935E0,8.139935881E-2,1.220990419E-1,9.870868683E0,9.871959410E0
1.079748654E0,8.858165890E-2,1.173108369E-1,9.866081238E0,9.867176270E0
1.082145112E0,9.576395154E-2,1.125226393E-1,9.863686562E0,9.864793189E0
1.084542143E0,9.336984903E-2,1.220990419E-1,9.858899117E0,9.860097256E0
1.086938549E0,8.139935881E-2,1.292813420E-1,9.863686562E0,9.864869594E0
1.089334539E0,8.618755639E-2,1.316754371E-1,9.873263359E0,9.874517511E0
1.091731101E0,9.097574651E-2,1.316754371E-1,9.858899117E0,9.860198111E0
1.094127716E0,8.379345387E-2,1.173108369E-1,9.851716042E0,9.852770785E0
1.096524904E0,8.139935881E-2,1.149167418E-1,9.858899117E0,9.859904842E0
1.098921883E0,7.661115378E-2,1.197049394E-1,9.868474960E0,9.869498294E0
1.101318445E0,8.618755639E-2,1.220990419E-1,9.880446434E0,9.881576707E0
1.103715841E0,8.618755639E-2,1.364636272E-1,9.875657082E0,9.876975924E0
1.106112664E0,7.421706617E-2,1.364636272E-1,9.854109764E0,9.855334075E0
1.108508862E0,8.618755639E-2,1.244931296E-1,9.861292839E0,9.862455236E0
1.110905789E0,9.576395154E-2,1.244931296E-1,9.866081238E0,9.867331365E0
1.113302872E0,9.097574651E-2,1.316754371E-1,9.856505394E0,9.857804704E0
1.115700372E0,9.097574651E-2,1.292813420E-1,9.858899117E0,9.860166431E0
1.118097456E0,9.336984903E-2,1.220990419E-1,9.866081238E0,9.867278505E0
1.120493966E0,8.618755639E-2,1.268872321E-1,9.866081238E0,9.867273567E0
1.122891049E0,8.618755639E-2,1.220990419E-1,9.873263359E0,9.874394454E0
1.125287508E0,9.576395154E-2,1.125226393E-1,9.873263359E0,9.874368913E0
1.127683601E0,8.618755639E-2,1.292813420E-1,9.854109764E0,9.855334657E0
1.130079904E0,8.618755639E-2,1.364636272E-1,9.851716042E0,9.853038089E0
1.132476362E0,8.618755639E-2,1.292813420E-1,9.858899117E0,9.860123415E0
1.134873445E0,8.139935881E-2,1.220990419E-1,9.873263359E0,9.874353821E0
1.137270008E0,8.858165890E-2,1.268872321E-1,9.875657082E0,9.876869437E0
1.139666049E0,9.097574651E-2,1.340695322E-1,9.870868683E0,9.872198326E0
1.142062768E0,8.139935881E-2,1.220990419E-1,9.870868683E0,9.871959410E0
1.144459331E0,8.379345387E-2,1.244931296E-1,9.873263359E0,9.874403741E0
1.146855841E0,9.336984903E-2,1.316754371E-1,9.870868683E0,9.872188456E0
1.149252924E0,9.815804660E-2,1.268872321E-1,9.873263359E0,9.874566559E0
1.151649799E0,9.815804660E-2,1.268872321E-1,9.868474960E0,9.869778793E0
1.154047039E0,9.336984903E-2,1.197049394E-1,9.861292839E0,9.862461339E0
1.156443966E0,8.139935881E-2,1.173108369E-1,9.868474960E0,9.869507877E0
1.158840685E0,7.900525630E-2,1.173108369E-1,9.863686562E0,9.864700515E0
1.161238289E0,7.900525630E-2,1.125226393E-1,9.866081238E0,9.867039179E0
1.163635216E0,7.661115378E-2,1.268872321E-1,9.875657082E0,9.876769332E0
1.166031674E0,7.900525630E-2,1.364636272E-1,9.866081238E0,9.867341240E0
1.168428393E0,8.139935881E-2,1.460400373E-1,9.856505394E0,9.857923317E0
1.170825216E0,8.618755639E-2,1.412518322E-1,9.858899117E0,9.860287631E0
1.173222612E0,8.858165890E-2,1.292813420E-1,9.861292839E0,9.862538052E0
1.175619279E0,8.618755639E-2,1.244931296E-1,9.858899117E0,9.860061796E0
1.178015372E0,8.379345387E-2,1.125226393E-1,9.875657082E0,9.876653557E0
1.180412560E0,8.858165890E-2,1.029462516E-1,9.875657082E0,9.876590881E0
1.182809435E0,8.618755639E-2,1.149167418E-1,9.861292839E0,9.862339003E0
1.185205529E0,8.379345387E-2,1.292813420E-1,9.870868683E0,9.872070885E0
1.187601726E0,8.618755639E-2,1.244931296E-1,9.878050804E0,9.879211230E0
1.189998185E0,8.618755639E-2,1.268872321E-1,9.868474960E0,9.869667001E0
1.192395216E0,8.858165890E-2,1.316754371E-1,9.858899117E0,9.860176313E0
1.194792039E0,9.336984903E-2,1.220990419E-1,9.868474960E0,9.869671937E0
1.197188289E0,8.618755639E-2,1.244931296E-1,9.870868683E0,9.872029953E0
1.199585216E0,8.379345387E-2,1.244931296E-1,9.870868683E0,9.872009341E0
1.201981935E0,8.858165890E-2,1.173108369E-1,9.878050804E0,9.879144509E0
1.204378133E0,8.379345387E-2,1.316754371E-1,9.868474960E0,9.869709104E0
1.206774956E0,7.900525630E-2,1.388577372E-1,9.861292839E0,9.862586870E0
1.209171779E0,8.379345387E-2,1.340695322E-1,9.861292839E0,9.862560136E0
1.211568966E0,8.379345387E-2,1.268872321E-1,9.851716042E0,9.852889458E0
1.213965997E0,8.139935881E-2,1.316754371E-1,9.851716042E0,9.852932215E0
1.216362768E0,8.379345387E-2,1.316754371E-1,9.863686562E0,9.864921305E0
1.218760164E0,8.139935881E-2,1.197049394E-1,9.858899117E0,9.859961811E0
1.221156883E0,7.661115378E-2,1.149167418E-1,9.854109764E0,9.855077593E0
1.223553133E0,6.464067101E-2,1.197049394E-1,9.866081238E0,9.867019139E0
1.225949747E0,6.703476608E-2,1.292813420E-1,9.863686562E0,9.864761523E0
1.228346622E0,7.182296365E-2,1.316754371E-1,9.868474960E0,9.869614734E0
1.230743810E0,7.661115378E-2,1.268872321E-1,9.880446434E0,9.881558145E0
1.233140424E0,8.858165890E-2,1.173108369E-1,9.870868683E0,9.871963184E0
1.235536726E0,1.005521491E-1,1.125226393E-1,9.861292839E0,9.862447391E0
1.237933601E0,9.815804660E-2,1.173108369E-1,9.861292839E0,9.862479064E0
1.240330008E0,9.097574651E-2,1.220990419E-1,9.868474960E0,9.869649579E0
1.242726206E0,8.618755639E-2,1.173108369E-1,9.861292839E0,9.862367190E0
1.245122768E0,9.336984903E-2,1.292813420E-1,9.849322319E0,9.850613267E0
1.247519591E0,9.576395154E-2,1.412518322E-1,9.856505394E0,9.857982623E0
1.249916779E0,8.618755639E-2,1.292813420E-1,9.866081238E0,9.867304645E0
1.252313289E0,8.139935881E-2,1.268872321E-1,9.868474960E0,9.869626349E0
1.254709695E0,7.661115378E-2,1.149167418E-1,9.868474960E0,9.869441381E0
1.257106883E0,7.661115378E-2,1.077344418E-1,9.878050804E0,9.878935351E0
1.259503497E0,9.576395154E-2,1.220990419E-1,9.885233879E0,9.886451727E0
1.261900112E0,9.815804660E-2,1.244931296E-1,9.875657082E0,9.876929499E0
1.264297299E0,8.618755639E-2,1.268872321E-1,9.866081238E0,9.867273567E0
1.266694226E0,8.379345387E-2,1.364636272E-1,9.858899117E0,9.860199565E0
1.269091258E0,8.139935881E-2,1.364636272E-1,9.854109764E0,9.855390780E0
1.271487976E0,8.379345387E-2,1.292813420E-1,9.846927643E0,9.848132768E0
1.273884279E0,9.336984903E-2,1.268872321E-1,9.846927643E0,9.848187767E0
1.276281310E0,9.336984903E-2,1.244931296E-1,9.858899117E0,9.860127193E0
1.278678029E0,9.097574651E-2,1.173108369E-1,9.866081238E0,9.867198053E0
1.281074487E0,9.097574651E-2,1.149167418E-1,9.866081238E0,9.867169880E0
1.283471414E0,1.005521491E-1,1.244931296E-1,9.868474960E0,9.869772404E0
1.285868341E0,9.815804660E-2,1.340695322E-1,9.870868683E0,9.872267125E0
1.288265164E0,8.139935881E-2,1.388577372E-1,9.866081238E0,9.867394100E0
1.290661570E0,8.139935881E-2,1.244931296E-1,9.870868683E0,9.871989311E0
1.293058081E0,8.858165890E-2,1.268872321E-1,9.878050804E0,9.879262866E0
1.295455424E0,8.379345387E-2,1.388577372E-1,9.870868683E0,9.872200938E0
1.297852299E0,7.900525630E-2,1.292813420E-1,9.868474960E0,9.869637964E0
1.300248706E0,8.618755639E-2,1.173108369E-1,9.873263359E0,9.874336407E0
1.302645216E0,9.576395154E-2,1.149167418E-1,9.868474960E0,9.869608636E0
1.305042143E0,9.576395154E-2,1.197049394E-1,9.863686562E0,9.864877728E0
1.307439539E0,8.618755639E-2,1.173108369E-1,9.866081238E0,9.867155067E0
1.309836154E0,8.139935881E-2,1.173108369E-1,9.870868683E0,9.871901349E0
1.312232456E0,8.379345387E-2,1.197049394E-1,9.870868683E0,9.871950120E0
1.314629591E0,8.379345387E-2,1.316754371E-1,9.858899117E0,9.860134459E0
1.317025893E0,8.858165890E-2,1.268872321E-1,9.858899117E0,9.860113532E0
1.319421674E0,8.858165890E-2,1.173108369E-1,9.856505394E0,9.857601489E0
1.321818029E0,9.097574651E-2,1.268872321E-1,9.844533920E0,9.845771938E0
1.324214591E0,9.576395154E-2,1.292813420E-1,9.858899117E0,9.860211772E0
1.326611466E0,9.336984903E-2,1.292813420E-1,9.868474960E0,9.869763403E0
1.329007976E0,8.858165890E-2,1.292813420E-1,9.873263359E0,9.874507063E0
1.331404122E0,8.618755639E-2,1.244931296E-1,9.870868683E0,9.872029953E0
1.333801049E0,8.618755639E-2,1.173108369E-1,9.858899117E0,9.859973728E0
1.336197612E0,9.815804660E-2,1.292813420E-1,9.858899117E0,9.860235314E0
1.338593497E0,1.029462516E-1,1.268872321E-1,9.868474960E0,9.869827574E0
1.340990008E0,9.336984903E-2,1.101285368E-1,9.873263359E0,9.874318993E0
1.343386831E0,9.097574651E-2,1.149167418E-1,9.866081238E0,9.867169880E0
1.345783914E0,8.379345387E-2,1.268872321E-1,9.866081238E0,9.867252946E0
1.348180424E0,8.139935881E-2,1.268872321E-1,9.854109764E0,9.855262831E0
1.350576206E0,7.661115378E-2,1.268872321E-1,9.846927643E0,9.848043138E0
1.352972768E0,7.900525630E-2,1.220990419E-1,9.861292839E0,9.862365156E0
1.355369591E0,8.618755639E-2,1.125226393E-1,9.861292839E0,9.862311397E0
1.357766258E0,9.097574651E-2,1.173108369E-1,9.868474960E0,9.869591504E0
1.360163185E0,8.858165890E-2,1.220990419E-1,9.880446434E0,9.881597878E0
1.362559956E0,8.618755639E-2,1.340695322E-1,9.870868683E0,9.872155362E0
1.364956935E0,8.139935881E-2,1.292813420E-1,9.854109764E0,9.855293946E0
1.367353445E0,8.379345387E-2,1.197049394E-1,9.858899117E0,9.859981866E0
1.369749747E0,9.336984903E-2,1.220990419E-1,9.880446434E0,9.881641961E0
1.372147143E0,9.097574651E-2,1.220990419E-1,9.870868683E0,9.872043016E0
1.374543966E0,8.379345387E-2,1.244931296E-1,9.863686562E0,9.864828051E0
1.376940424E0,8.858165890E-2,1.220990419E-1,9.868474960E0,9.869627801E0
1.379337299E0,9.576395154E-2,1.220990419E-1,9.863686562E0,9.864907070E0
1.381734070E0,8.618755639E-2,1.149167418E-1,9.870868683E0,9.871913832E0
1.384131101E0,8.139935881E-2,1.197049394E-1,9.870868683E0,9.871930089E0
1.386527560E0,7.661115378E-2,1.244931296E-1,9.868474960E0,9.869557531E0
1.388923758E0,7.421706617E-2,1.173108369E-1,9.868474960E0,9.869451254E0
1.391321049E0,8.618755639E-2,1.125226393E-1,9.873263359E0,9.874280682E0
1.393717872E0,8.139935881E-2,1.197049394E-1,9.870868683E0,9.871930089E0
1.396114226E0,7.900525630E-2,1.244931296E-1,9.856505394E0,9.857608176E0
1.398510737E0,7.900525630E-2,1.268872321E-1,9.861292839E0,9.862425597E0
1.400907351E0,6.942886859E-2,1.316754371E-1,9.868474960E0,9.869597602E0
1.403304226E0,7.900525630E-2,1.316754371E-1,9.873263359E0,9.874457434E0
1.405700164E0,8.618755639E-2,1.436459273E-1,9.878050804E0,9.879471147E0
1.408095945E0,9.097574651E-2,1.484341323E-1,9.878050804E0,9.879584858E0
1.410492768E0,9.576395154E-2,1.412518322E-1,9.873263359E0,9.874738081E0
1.412889435E0,8.618755639E-2,1.388577372E-1,9.868474960E0,9.869828155E0
1.415285685E0,8.379345387E-2,1.220990419E-1,9.866081238E0,9.867192534E0
1.417682143E0,7.900525630E-2,1.220990419E-1,9.873263359E0,9.874334376E0
1.420078706E0,7.900525630E-2,1.220990419E-1,9.873263359E0,9.874334376E0
1.422475529E0,8.618755639E-2,1.053403467E-1,9.870868683E0,9.871807000E0
1.424871935E0,8.618755639E-2,1.077344418E-1,9.861292839E0,9.862257929E0
1.427268133E0,9.097574651E-2,1.220990419E-1,9.863686562E0,9.864861750E0
1.429665372E0,9.576395154E-2,1.220990419E-1,9.868474960E0,9.869694876E0
1.432062404E0,9.097574651E-2,1.125226393E-1,9.854109764E0,9.855172103E0
1.434458966E0,9.097574651E-2,1.149167418E-1,9.849322319E0,9.850412813E0
1.436855685E0,9.336984903E-2,1.173108369E-1,9.858899117E0,9.860039125E0
1.439252351E0,8.379345387E-2,1.149167418E-1,9.854109764E0,9.855136044E0
1.441649487E0,7.421706617E-2,1.149167418E-1,9.854109764E0,9.855059273E0
1.444046310E0,8.618755639E-2,1.149167418E-1,9.870868683E0,9.871913832E0
1.446442716E0,9.576395154E-2,1.244931296E-1,9.866081238E0,9.867331365E0
1.448840164E0,9.815804660E-2,1.316754371E-1,9.866081238E0,9.867448121E0
1.451237560E0,9.097574651E-2,1.197049394E-1,9.866081238E0,9.867226806E0
1.453634539E0,8.379345387E-2,1.364636272E-1,9.858899117E0,9.860199565E0
1.456031466E0,8.618755639E-2,1.388577372E-1,9.868474960E0,9.869828155E0
1.458428393E0,8.618755639E-2,1.220990419E-1,9.882840157E0,9.883970155E0
1.460825789E0,8.379345387E-2,1.268872321E-1,9.878050804E0,9.879221093E0
1.463222508E0,9.097574651E-2,1.316754371E-1,9.861292839E0,9.862591519E0
1.465618549E0,9.336984903E-2,1.316754371E-1,9.868474960E0,9.869795053E0
1.468015476E0,8.858165890E-2,1.149167418E-1,9.880446434E0,9.881511742E0
1.470412299E0,9.336984903E-2,1.053403467E-1,9.885233879E0,9.886236056E0
1.472808654E0,9.336984903E-2,1.292813420E-1,9.880446434E0,9.881733316E0
1.475205320E0,9.576395154E-2,1.436459273E-1,9.866081238E0,9.867591595E0
1.477601935E0,8.379345387E-2,1.412518322E-1,9.866081238E0,9.867448121E0
1.479999018E0,8.379345387E-2,1.412518322E-1,9.866081238E0,9.867448121E0
1.482395997E0,9.336984903E-2,1.316754371E-1,9.863686562E0,9.865007295E0
1.484792508E0,8.858165890E-2,1.244931296E-1,9.856505394E0,9.857689579E0
1.487189487E0,8.379345387E-2,1.268872321E-1,9.846927643E0,9.848101630E0
1.489586049E0,8.618755639E-2,1.316754371E-1,9.863686562E0,9.864941931E0
1.491982404E0,8.618755639E-2,1.316754371E-1,9.863686562E0,9.864941931E0
1.494379070E0,8.139935881E-2,1.173108369E-1,9.856505394E0,9.857539565E0
1.496775581E0,8.379345387E-2,1.149167418E-1,9.858899117E0,9.859924898E0
1.499172456E0,7.661115378E-2,1.244931296E-1,9.861292839E0,9.862376198E0
1.501568758E0,8.139935881E-2,1.268872321E-1,9.866081238E0,9.867232906E0
